LotFrontage,LotArea,LotShape,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_NA,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,MoSold_1,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010
69.0,9819,0.0,5.0,4.0,0.0,3.0,4.0,0.0,1567,0,0,1567,4.0,1567,0,0,1567,1,0,2,0,2,1,2.0,5,2,2.0,2,714,264,32,0,0,0,0,0,196000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
98.0,8731,0.0,4.0,4.0,0.0,3.0,4.0,1.0,645,0,270,915,4.0,1167,0,0,1167,0,0,1,0,3,1,3.0,6,1,3.0,2,495,0,0,216,0,126,0,0,144000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60.0,7350,3.0,4.0,6.0,0.0,3.0,4.0,0.0,852,0,100,952,4.0,952,0,0,952,1,0,1,0,2,1,3.0,4,0,3.0,2,840,0,0,0,0,0,0,0,139000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
69.0,10304,0.0,4.0,6.0,44.0,3.0,4.0,0.0,381,0,399,780,0.0,1088,780,0,1868,1,0,2,1,4,1,2.0,9,1,3.0,2,484,448,96,0,0,0,0,0,197500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
77.0,9965,3.0,7.0,4.0,340.0,2.0,0.0,2.0,1150,0,316,1466,0.0,1466,1362,0,2828,1,0,3,0,4,1,2.0,11,1,2.0,3,1052,125,144,0,0,0,0,0,424870,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
69.0,9000,3.0,4.0,2.0,0.0,3.0,4.0,2.0,288,0,718,1006,4.0,1006,0,0,1006,0,0,1,0,3,1,3.0,5,0,1.0,0,0,0,24,0,0,0,0,0,80000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60.0,12180,3.0,3.0,3.0,0.0,3.0,2.0,1.0,348,0,324,672,1.0,672,252,0,924,1,0,1,0,2,1,1.0,5,0,3.0,1,280,0,0,0,0,0,0,0,80000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
52.0,6240,3.0,4.0,5.0,0.0,3.0,4.0,6.0,0,0,1042,1042,0.0,1042,534,0,1576,0,0,1,0,3,1,3.0,8,1,3.0,1,225,0,0,0,0,0,0,0,149000,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
69.0,11200,3.0,5.0,4.0,85.0,2.0,2.0,2.0,1258,0,40,1298,4.0,1298,0,0,1298,1,0,2,0,3,1,2.0,5,1,3.0,2,403,165,26,0,0,0,0,0,180000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
75.0,12000,3.0,6.0,6.0,0.0,3.0,4.0,5.0,275,0,429,704,0.0,860,704,0,1564,0,0,1,1,3,1,1.0,7,1,3.0,1,234,0,0,0,0,0,0,0,174500,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
69.0,5700,3.0,6.0,6.0,0.0,3.0,4.0,6.0,0,0,572,572,4.0,572,539,0,1111,0,0,1,0,2,1,3.0,5,1,3.0,1,288,0,0,176,0,0,0,0,116900,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50.0,9000,3.0,6.0,8.0,0.0,3.0,4.0,0.0,624,0,26,650,0.0,832,650,0,1482,0,1,1,0,3,1,3.0,7,0,3.0,2,324,0,0,0,0,0,0,0,143000,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
57.0,8280,0.0,5.0,4.0,0.0,3.0,4.0,6.0,0,0,932,932,0.0,932,0,0,932,0,0,1,0,2,1,2.0,4,1,3.0,1,306,0,0,214,0,0,0,0,124000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
134.0,17755,3.0,4.0,3.0,132.0,3.0,4.0,1.0,176,0,1290,1466,4.0,1466,0,0,1466,0,0,1,1,3,1,1.0,6,2,0.0,2,528,0,140,0,0,100,0,0,149900,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
90.0,14115,0.0,5.0,6.0,0.0,3.0,4.0,0.0,296,547,230,1073,0.0,1811,0,0,1811,0,0,1,0,2,1,0.0,6,1,0.0,2,470,0,0,280,0,0,0,0,230000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
69.0,5890,3.0,5.0,7.0,0.0,2.0,4.0,0.0,538,0,278,816,0.0,816,0,0,816,0,0,1,0,2,1,3.0,5,0,3.0,1,432,0,0,96,0,0,0,0,120500,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
69.0,13700,0.0,6.0,5.0,288.0,3.0,4.0,0.0,454,0,410,864,4.0,902,918,0,1820,0,0,1,2,4,1,2.0,8,2,3.0,2,492,60,84,0,0,273,0,0,201800,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
90.0,10768,0.0,4.0,7.0,0.0,2.0,2.0,0.0,1157,0,280,1437,4.0,1437,0,0,1437,1,0,2,0,3,1,2.0,6,1,2.0,2,528,0,21,0,0,180,0,0,218000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
85.0,9350,3.0,4.0,7.0,0.0,3.0,4.0,0.0,633,0,586,1219,2.0,1265,0,0,1265,0,1,2,0,3,1,2.0,6,1,2.0,2,502,0,92,0,96,0,0,0,179900,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
34.0,5001,0.0,6.0,4.0,166.0,2.0,2.0,2.0,904,0,410,1314,0.0,1314,0,0,1314,1,0,2,0,2,1,2.0,6,1,2.0,2,626,172,62,0,0,0,0,0,230000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
92.0,11932,3.0,7.0,4.0,186.0,2.0,2.0,6.0,0,0,1580,1580,0.0,1580,0,0,1580,0,0,2,0,3,1,2.0,7,0,2.0,3,830,0,24,0,0,0,0,0,235128,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
76.0,9120,3.0,5.0,5.0,270.0,2.0,4.0,0.0,442,0,459,901,4.0,943,933,0,1876,0,0,2,1,4,1,2.0,8,1,2.0,2,540,0,69,0,0,0,0,0,185000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24.0,2280,3.0,5.0,4.0,0.0,3.0,2.0,0.0,311,0,544,855,1.0,855,601,0,1456,0,0,2,1,3,1,3.0,7,1,3.0,2,440,26,0,0,0,0,0,0,146000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
69.0,14778,0.0,5.0,6.0,72.0,2.0,4.0,1.0,728,0,568,1296,0.0,1640,0,0,1640,1,0,1,0,3,1,2.0,7,1,3.0,2,924,108,0,0,216,0,0,0,224000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
109.0,8724,3.0,4.0,4.0,0.0,3.0,2.0,1.0,492,0,402,894,2.0,894,0,0,894,0,0,1,0,3,1,3.0,5,1,0.0,2,450,0,0,0,0,0,0,0,129000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60.0,12900,3.0,3.0,3.0,0.0,3.0,2.0,2.0,1198,0,0,1198,4.0,1258,0,0,1258,2,0,0,2,0,2,3.0,6,0,3.0,2,400,120,0,0,0,0,0,0,108959,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69.0,16157,0.0,4.0,6.0,0.0,3.0,2.0,0.0,680,391,289,1360,0.0,1432,0,0,1432,1,0,1,1,2,1,2.0,5,1,3.0,2,588,168,180,0,0,0,0,0,194000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
79.0,9541,0.0,6.0,4.0,268.0,2.0,2.0,6.0,0,0,1502,1502,0.0,1502,0,0,1502,0,0,2,0,3,1,2.0,7,0,2.0,2,644,0,114,0,0,0,0,0,233170,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
64.0,10475,0.0,7.0,4.0,72.0,2.0,2.0,6.0,0,0,1694,1694,0.0,1694,0,0,1694,0,0,2,0,3,1,2.0,7,0,2.0,3,776,160,33,0,0,0,0,0,245350,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58.0,10852,0.0,5.0,4.0,0.0,3.0,2.0,2.0,786,0,173,959,0.0,959,712,0,1671,1,0,2,1,3,1,3.0,7,1,0.0,2,472,0,38,0,0,0,0,0,173000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120.0,13728,3.0,5.0,6.0,0.0,3.0,4.0,5.0,626,0,501,1127,0.0,1236,872,0,2108,0,0,2,0,4,1,2.0,7,2,3.0,2,540,0,0,0,0,90,0,0,235000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
118.0,35760,0.0,9.0,4.0,1378.0,2.0,0.0,2.0,1387,0,543,1930,0.0,1831,1796,0,3627,1,0,3,1,4,1,2.0,10,1,0.0,3,807,361,76,0,0,0,0,0,625000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
76.0,9880,3.0,5.0,5.0,0.0,3.0,4.0,0.0,522,0,574,1096,4.0,1118,0,0,1118,1,0,1,0,3,1,3.0,6,1,0.0,1,358,203,0,0,0,0,576,0,171000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
76.0,9120,3.0,5.0,5.0,0.0,3.0,4.0,0.0,662,0,599,1261,0.0,1261,0,0,1261,1,0,1,0,3,1,3.0,6,1,2.0,2,433,0,0,0,0,288,0,1400,163000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35.0,4017,0.0,6.0,4.0,0.0,2.0,2.0,6.0,0,0,625,625,0.0,625,625,0,1250,0,0,2,1,2,1,2.0,5,0,0.0,2,625,0,54,0,0,0,0,0,171900,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138.0,18030,0.0,4.0,5.0,0.0,3.0,4.0,5.0,152,469,977,1598,4.0,1636,971,479,3086,0,0,3,0,3,1,0.0,12,1,1.0,0,0,122,0,0,0,0,0,0,200500,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80.0,16560,0.0,5.0,7.0,0.0,3.0,2.0,5.0,503,0,449,952,4.0,1170,1175,0,2345,0,0,2,1,4,1,3.0,9,1,3.0,2,360,0,0,0,0,0,0,0,239000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
85.0,10678,3.0,7.0,4.0,337.0,2.0,2.0,2.0,700,0,983,1683,0.0,2129,743,0,2872,0,0,2,1,4,1,2.0,9,1,0.0,2,541,0,33,0,0,0,0,0,285000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37.0,6951,0.0,4.0,4.0,0.0,3.0,4.0,0.0,658,0,218,876,4.0,923,0,0,923,1,0,1,0,3,1,3.0,5,0,3.0,1,264,362,0,0,0,0,0,0,119500,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
69.0,3950,3.0,5.0,7.0,0.0,3.0,4.0,5.0,468,0,350,818,4.0,818,406,0,1224,0,0,1,0,3,1,3.0,5,0,3.0,1,210,0,0,116,0,0,0,0,115000,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54.0,7681,0.0,4.0,5.0,0.0,3.0,4.0,6.0,0,0,731,731,0.0,820,523,0,1343,0,0,1,1,3,1,3.0,7,1,3.0,1,186,192,0,102,0,0,0,0,154900,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
77.0,8335,3.0,4.0,4.0,0.0,3.0,3.0,4.0,0,0,0,0,2.0,1124,0,0,1124,0,0,1,0,3,1,3.0,5,1,1.0,0,0,0,36,190,0,0,0,0,93000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
69.0,11170,1.0,6.0,4.0,0.0,3.0,2.0,3.0,1216,0,0,1216,0.0,1298,1216,0,2514,0,0,2,1,4,1,3.0,8,0,0.0,2,693,0,0,0,0,0,0,0,250000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
64.0,5587,0.0,7.0,4.0,186.0,0.0,0.0,2.0,1480,0,120,1600,0.0,1652,0,0,1652,1,1,2,0,2,1,2.0,5,1,0.0,2,482,162,53,0,153,0,0,0,392500,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
160.0,15623,0.0,9.0,4.0,0.0,2.0,0.0,2.0,2096,0,300,2396,0.0,2411,2065,0,4476,1,0,3,1,4,1,0.0,10,2,0.0,3,813,171,78,0,0,0,555,0,745000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
60.0,10800,3.0,4.0,5.0,0.0,3.0,4.0,5.0,821,0,299,1120,0.0,1130,0,0,1130,1,0,1,0,2,1,3.0,5,1,3.0,2,720,229,0,0,0,0,0,0,120000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
50.0,35133,3.0,4.0,3.0,226.0,3.0,4.0,5.0,1159,0,413,1572,2.0,1572,0,0,1572,1,0,1,1,3,1,3.0,5,2,2.0,3,995,0,263,0,0,263,0,0,186700,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60.0,9738,3.0,4.0,6.0,0.0,3.0,4.0,1.0,392,0,392,784,2.0,949,272,0,1221,1,0,1,0,4,1,3.0,7,0,3.0,1,392,0,0,236,0,0,0,0,104900,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107.0,10615,0.0,2.0,4.0,0.0,3.0,1.0,1.0,440,0,538,978,4.0,1014,685,0,1699,1,0,2,0,3,2,3.0,7,0,3.0,2,420,0,74,0,0,0,0,0,95000,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
89.0,12461,3.0,7.0,4.0,0.0,2.0,2.0,2.0,1456,0,168,1624,0.0,1624,0,0,1624,1,0,2,0,2,1,2.0,5,1,2.0,3,757,0,114,192,0,0,0,0,262000,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
68.0,8935,0.0,6.0,4.0,95.0,2.0,2.0,6.0,0,0,831,831,0.0,831,829,0,1660,0,0,2,1,3,1,2.0,7,0,2.0,2,493,144,68,0,0,0,0,0,195000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
60.0,7500,3.0,6.0,4.0,0.0,3.0,4.0,6.0,0,0,994,994,2.0,1028,776,0,1804,0,0,2,1,3,1,2.0,7,1,0.0,2,442,140,60,0,0,0,0,0,189000,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69.0,32463,3.0,3.0,3.0,149.0,3.0,4.0,1.0,1159,0,90,1249,0.0,1622,0,0,1622,1,0,1,0,3,1,3.0,7,1,0.0,4,1356,439,0,0,0,0,0,0,168000,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.0,2645,3.0,7.0,4.0,456.0,2.0,2.0,6.0,0,0,776,776,0.0,764,677,0,1441,0,0,2,1,2,1,2.0,5,0,3.0,2,492,206,0,0,0,0,0,0,174000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
